epoch,first_death_time,method
223,776,Traditional_RLBEEP
224,733,Traditional_RLBEEP
225,782,Traditional_RLBEEP
226,637,Traditional_RLBEEP
227,589,Traditional_RLBEEP
228,739,Traditional_RLBEEP
229,746,Traditional_RLBEEP
230,636,Traditional_RLBEEP
231,574,Traditional_RLBEEP
232,668,Traditional_RLBEEP
233,783,Traditional_RLBEEP
234,591,Traditional_RLBEEP
235,485,Traditional_RLBEEP
236,679,Traditional_RLBEEP
237,746,Traditional_RLBEEP
238,617,Traditional_RLBEEP
239,591,Traditional_RLBEEP
240,674,Traditional_RLBEEP
241,664,Traditional_RLBEEP
242,587,Traditional_RLBEEP
243,698,Traditional_RLBEEP
244,548,Traditional_RLBEEP
245,768,Traditional_RLBEEP
246,756,Traditional_RLBEEP
247,678,Traditional_RLBEEP
248,576,Traditional_RLBEEP
249,601,Traditional_RLBEEP
250,732,Traditional_RLBEEP
251,740,Traditional_RLBEEP
252,757,Traditional_RLBEEP
253,751,Traditional_RLBEEP
254,665,Traditional_RLBEEP
255,590,Traditional_RLBEEP
256,730,Traditional_RLBEEP
257,635,Traditional_RLBEEP
258,757,Traditional_RLBEEP
259,796,Traditional_RLBEEP
260,766,Traditional_RLBEEP
261,638,Traditional_RLBEEP
262,741,Traditional_RLBEEP
263,753,Traditional_RLBEEP
264,739,Traditional_RLBEEP
265,763,Traditional_RLBEEP
266,726,Traditional_RLBEEP
267,560,Traditional_RLBEEP
268,738,Traditional_RLBEEP
269,751,Traditional_RLBEEP
270,759,Traditional_RLBEEP
271,753,Traditional_RLBEEP
272,705,Traditional_RLBEEP
273,668,Traditional_RLBEEP
274,753,Traditional_RLBEEP
275,709,Traditional_RLBEEP
276,735,Traditional_RLBEEP
277,724,Traditional_RLBEEP
278,574,Traditional_RLBEEP
279,784,Traditional_RLBEEP
280,611,Traditional_RLBEEP
281,732,Traditional_RLBEEP
282,709,Traditional_RLBEEP
283,691,Traditional_RLBEEP
284,719,Traditional_RLBEEP
285,632,Traditional_RLBEEP
286,764,Traditional_RLBEEP
287,686,Traditional_RLBEEP
288,815,Traditional_RLBEEP
289,759,Traditional_RLBEEP
290,717,Traditional_RLBEEP
291,659,Traditional_RLBEEP
292,592,Traditional_RLBEEP
293,768,Traditional_RLBEEP
294,683,Traditional_RLBEEP
295,788,Traditional_RLBEEP
296,731,Traditional_RLBEEP
297,740,Traditional_RLBEEP
298,739,Traditional_RLBEEP
299,691,Traditional_RLBEEP
300,240,Traditional_RLBEEP
