epoch,first_death_time,method
170,1579,DQL_Enhanced_RLBEEP
171,1799,DQL_Enhanced_RLBEEP
172,1922,DQL_Enhanced_RLBEEP
173,1604,DQL_Enhanced_RLBEEP
174,1761,DQL_Enhanced_RLBEEP
175,1749,DQL_Enhanced_RLBEEP
176,1593,DQL_Enhanced_RLBEEP
177,1789,DQL_Enhanced_RLBEEP
178,1530,DQL_Enhanced_RLBEEP
179,1600,DQL_Enhanced_RLBEEP
180,1785,DQL_Enhanced_RLBEEP
181,1726,DQL_Enhanced_RLBEEP
182,1599,DQL_Enhanced_RLBEEP
183,1715,DQL_Enhanced_RLBEEP
184,1678,DQL_Enhanced_RLBEEP
185,1776,DQL_Enhanced_RLBEEP
186,1757,DQL_Enhanced_RLBEEP
187,1789,DQL_Enhanced_RLBEEP
188,1761,DQL_Enhanced_RLBEEP
189,1757,DQL_Enhanced_RLBEEP
190,1761,DQL_Enhanced_RLBEEP
191,1762,DQL_Enhanced_RLBEEP
192,1505,DQL_Enhanced_RLBEEP
193,1755,DQL_Enhanced_RLBEEP
194,1770,DQL_Enhanced_RLBEEP
195,1600,DQL_Enhanced_RLBEEP
196,1785,DQL_Enhanced_RLBEEP
197,1585,DQL_Enhanced_RLBEEP
198,1510,DQL_Enhanced_RLBEEP
199,1709,DQL_Enhanced_RLBEEP
200,1728,DQL_Enhanced_RLBEEP
201,1757,DQL_Enhanced_RLBEEP
202,1530,DQL_Enhanced_RLBEEP
203,1594,DQL_Enhanced_RLBEEP
204,1538,DQL_Enhanced_RLBEEP
205,1564,DQL_Enhanced_RLBEEP
206,1752,DQL_Enhanced_RLBEEP
207,1609,DQL_Enhanced_RLBEEP
208,1934,DQL_Enhanced_RLBEEP
209,1781,DQL_Enhanced_RLBEEP
210,1520,DQL_Enhanced_RLBEEP
211,1726,DQL_Enhanced_RLBEEP
212,1684,DQL_Enhanced_RLBEEP
213,1785,DQL_Enhanced_RLBEEP
214,1923,DQL_Enhanced_RLBEEP
215,1573,DQL_Enhanced_RLBEEP
216,1577,DQL_Enhanced_RLBEEP
217,1769,DQL_Enhanced_RLBEEP
218,1757,DQL_Enhanced_RLBEEP
219,1759,DQL_Enhanced_RLBEEP
220,1756,DQL_Enhanced_RLBEEP
221,1757,DQL_Enhanced_RLBEEP
222,1939,DQL_Enhanced_RLBEEP
223,1757,DQL_Enhanced_RLBEEP
224,1766,DQL_Enhanced_RLBEEP
225,1638,DQL_Enhanced_RLBEEP
226,1780,DQL_Enhanced_RLBEEP
227,1789,DQL_Enhanced_RLBEEP
228,1847,DQL_Enhanced_RLBEEP
229,1827,DQL_Enhanced_RLBEEP
230,1617,DQL_Enhanced_RLBEEP
231,1611,DQL_Enhanced_RLBEEP
232,1762,DQL_Enhanced_RLBEEP
233,1816,DQL_Enhanced_RLBEEP
234,1520,DQL_Enhanced_RLBEEP
235,1893,DQL_Enhanced_RLBEEP
236,1505,DQL_Enhanced_RLBEEP
237,1592,DQL_Enhanced_RLBEEP
238,1761,DQL_Enhanced_RLBEEP
239,1708,DQL_Enhanced_RLBEEP
240,1782,DQL_Enhanced_RLBEEP
241,1787,DQL_Enhanced_RLBEEP
242,1788,DQL_Enhanced_RLBEEP
243,1938,DQL_Enhanced_RLBEEP
244,1607,DQL_Enhanced_RLBEEP
245,1515,DQL_Enhanced_RLBEEP
246,1616,DQL_Enhanced_RLBEEP
247,1862,DQL_Enhanced_RLBEEP
248,1717,DQL_Enhanced_RLBEEP
249,1565,DQL_Enhanced_RLBEEP
250,1789,DQL_Enhanced_RLBEEP
251,1558,DQL_Enhanced_RLBEEP
252,1757,DQL_Enhanced_RLBEEP
253,1796,DQL_Enhanced_RLBEEP
254,1515,DQL_Enhanced_RLBEEP
255,1796,DQL_Enhanced_RLBEEP
256,1761,DQL_Enhanced_RLBEEP
257,1737,DQL_Enhanced_RLBEEP
258,1650,DQL_Enhanced_RLBEEP
259,1785,DQL_Enhanced_RLBEEP
260,1760,DQL_Enhanced_RLBEEP
261,1810,DQL_Enhanced_RLBEEP
262,1749,DQL_Enhanced_RLBEEP
263,1767,DQL_Enhanced_RLBEEP
264,1687,DQL_Enhanced_RLBEEP
265,1782,DQL_Enhanced_RLBEEP
266,1833,DQL_Enhanced_RLBEEP
267,1608,DQL_Enhanced_RLBEEP
268,1650,DQL_Enhanced_RLBEEP
269,1565,DQL_Enhanced_RLBEEP
270,1649,DQL_Enhanced_RLBEEP
271,1890,DQL_Enhanced_RLBEEP
272,1789,DQL_Enhanced_RLBEEP
273,1686,DQL_Enhanced_RLBEEP
274,1763,DQL_Enhanced_RLBEEP
275,1757,DQL_Enhanced_RLBEEP
276,1525,DQL_Enhanced_RLBEEP
277,1565,DQL_Enhanced_RLBEEP
278,1742,DQL_Enhanced_RLBEEP
279,1789,DQL_Enhanced_RLBEEP
280,1762,DQL_Enhanced_RLBEEP
281,1532,DQL_Enhanced_RLBEEP
282,1604,DQL_Enhanced_RLBEEP
283,1937,DQL_Enhanced_RLBEEP
284,1756,DQL_Enhanced_RLBEEP
285,1799,DQL_Enhanced_RLBEEP
286,1790,DQL_Enhanced_RLBEEP
287,1762,DQL_Enhanced_RLBEEP
288,1666,DQL_Enhanced_RLBEEP
289,1955,DQL_Enhanced_RLBEEP
290,1530,DQL_Enhanced_RLBEEP
291,1766,DQL_Enhanced_RLBEEP
292,1625,DQL_Enhanced_RLBEEP
293,1530,DQL_Enhanced_RLBEEP
294,1761,DQL_Enhanced_RLBEEP
295,1770,DQL_Enhanced_RLBEEP
296,1519,DQL_Enhanced_RLBEEP
297,1661,DQL_Enhanced_RLBEEP
298,1910,DQL_Enhanced_RLBEEP
299,1761,DQL_Enhanced_RLBEEP
300,1795,DQL_Enhanced_RLBEEP
